Product_name,Review,Rating,Cleaned_Review,Polarity,Subjectivity,Review_Length,Sentiment
Mi 5X 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,Super awesome  mine is 55inch tv got delivered next day of Order but installation is very badd no response from Flipkart. So finaly called mi store and they did it in same day. And coming to tv specs are awesome1. Sound is good but bass is not great2 picture quality is awesome 3 adaptive Brightness is not that good but it's fine u can enjoy it4 connectivity is fine ok ok5 tv design is awesome but u may feel light electric shocks on corners when u touch as it's made of metal6. Patch wall...,4,super awesome mine inch tv got delivered next day order installation badd response finaly called mi store day coming tv specs awesome sound bass picture quality awesome adaptive brightness fine u enjoy connectivity fine ok ok tv design awesome u may feel light electric shocks corners u touch made metal patch wall,0.5154761904761905,0.6261904761904761,494,Positive
Mi 5X 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,"Coming straight to the point, the tv feels a bit laggy at times. Switching apps takes time. The sound is not upto the mark, tried all settings available to optimize but couldn't. You definitely have to use a soundbar for better experience. I also noticed a bug, the tv automatically redirects to patchwall while playing YouTube videos. Happened once.Another bug I saw, while switching from SD to HD channel, the auto-scalling cropped half of the screen for a while. Switched it off and then on ag...",2,coming straight point tv feels bit laggy times switching apps takes time sound upto mark tried settings available optimize couldnt definitely use soundbar better experience also noticed bug tv automatically redirects patchwall playing youtube videos happened onceanother bug saw switching sd hd channel autoscalling cropped half screen switched ag,0.2222222222222222,0.39444444444444443,499,Positive
Mi 5X 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,"Great Buy.!I was in confusion after seeing the ratings given by people but still i went for it.And i must say the TV is great and i am happy with it completely.I have 50 inch varient.Display- details are great. Red colour is a bit overwhelming, but after a few tweaks in the Picture settings it is absolutely stunning. Watching cricket matches, movies is absolute delight.you can increase the backlight and adjust contrast,brightness as per your liking.Sound-Sound is great but i would reco...",5,buyi confusion seeing ratings given people still went itand must say tv happy completelyi inch varientdisplay details red colour bit overwhelming tweaks picture settings absolutely stunning watching cricket matches movies absolute delightyou increase backlight adjust contrastbrightness per likingsoundsound would reco,0.4,0.78,493,Positive
Mi 5X 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,"Posting this review after using this TV for 8 days..1.Picture quality is just awesome. Every pixel is clear.4k 8k videos just gives you awesome feel.2.Sound quality is better than previous MI 20w speakers, Sound is loud as this TV having 40w speakers but I am not happy with bass of these speakers. Should have more bass with this price range.3.Connectivity is good. I am using with 200mbps wifi. Remote is smooth and Google assistant is working excellent.4. Patchwall and other features a...",5,posting review using tv dayspicture quality awesome every pixel cleark k videos gives awesome feelsound quality better previous mi w speakers sound loud tv w speakers happy bass speakers bass price rangeconnectivity using mbps wifi remote smooth google assistant working excellent patchwall features,0.3861111111111111,0.6305555555555555,492,Positive
Mi 5X 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,"Don't listen to all the reviews and all that BS about the panel being not bright enough for HDR or won't be visible in areas with too much natural light. The tv viewing experience is very good albeit the sound is ok, the bass is not boomy if you are wondering that. If you are buying this tv i would suggest you to invest in a good soundbar or a home theatre system. Coming from a Sony 3d tv to this is not at all a disappointment. If you are going to buy this tv you won't be disappointed. And al...",5,dont listen reviews bs panel bright enough hdr wont visible areas much natural light tv viewing experience albeit sound ok bass boomy wondering buying tv would suggest invest soundbar home theatre system coming sony tv disappointment going buy tv wont disappointed al,0.06666666666666668,0.5499999999999999,500,Positive
Mi 5X 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,"Fabulous TV , I bought 43'inch segment ,it's looks premium TVPicture quality JUST WOW😍❤️Dolby Sound is Awesome 😍Connectivity also good , I Loved it. Just go for it without any doubt.",5,fabulous tv bought inch segment looks premium tvpicture quality wowdolby sound awesome connectivity also loved go without doubt,0.625,0.8,182,Positive
Mi 5X 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,"Product is very very awesome .Picture quality  upto mark .Sound quality value for money .Delivery and installation are more than my expectation(awesome).Note : installation same day that day tv delivered and delivery persons are too good as behavior. So , my recommendation to who want MI to buy this Thank you MI 😊",5,awesome picture quality upto mark sound quality value money delivery installation expectationawesomenote installation day day tv delivered delivery persons behavior recommendation want mi buy thank mi,0.7,0.7,315,Positive
OnePlus Y Series 80 cm (32 inch) HD Ready LED Smart Android TV  (32HA0A00),"This review is after long-term usage of 6 months, the video quality on this TV is really good especially in this range- the color production, and sound quality is good too...you can really enjoy watching series on this TV. It is really light and there is virtually no bezel- the design is really good! The remote is really simple to use and lightweight, and the user interface is smooth and easy. One great thing about this TV is Oxygen play where you can find all the content in one place....and ...",5,review longterm usage months video quality tv really especially range color production sound quality tooyou really enjoy watching series tv really light virtually bezel design really remote really simple use lightweight user interface smooth easy one thing tv oxygen play find content one placeand,0.24166666666666667,0.5613095238095238,500,Positive
OnePlus Y Series 80 cm (32 inch) HD Ready LED Smart Android TV  (32HA0A00),"At this price point, the TV is good to have with easy connectivity and setup.Picture quality is good for the led screen(however you can compare another tv in the same segments).The sound is good although Dolby impressions I couldn’t get in the first use(perhaps need to check more).Remote is clean and minimalistic and easy to use.Connectivity is good, able to connect to wifi via router and hotspot and the connection stays and works perfectly fine. Able to use any streaming services without...",5,price point tv easy connectivity setuppicture quality led screenhowever compare another tv segmentsthe sound although dolby impressions couldnt get first useperhaps need check moreremote clean minimalistic easy useconnectivity able connect wifi via router hotspot connection stays works perfectly fine able use streaming services without,0.41250000000000003,0.60625,496,Positive
OnePlus Y Series 80 cm (32 inch) HD Ready LED Smart Android TV  (32HA0A00),"It is superior TV. Working on android pie .You can also use Oxygen play interface for a content centric view.It has good voice command Bluetooth base remote control.This TV incorporated with Gamma engine with MEMC , Super resolution , colour space mapping , dynamic contract . Connecting options with Wi Fi , Bluetooth , HDMI , ethernet are very quickly n fast response .Highly recommended for your future TV...😊😊",5,superior tv working android pie also use oxygen play interface content centric viewit voice command bluetooth base remote controlthis tv incorporated gamma engine memc super resolution colour space mapping dynamic contract connecting options wi fi bluetooth hdmi ethernet quickly n fast response highly recommended future tv,0.05481481481481481,0.4775925925925926,413,Positive
OnePlus Y Series 80 cm (32 inch) HD Ready LED Smart Android TV  (32HA0A00),A very nice Tv with many adjustments and a best sound quality and also nice used with Google assistants.. Highly recommended by me. ☺️,5,tv many adjustments best sound quality also used google assistants highly recommended,0.515,0.43500000000000005,134,Positive
OnePlus Y Series 80 cm (32 inch) HD Ready LED Smart Android TV  (32HA0A00),"OnePlus always brings to us all those high end tech device s at such an amazing prices . They has turned out be a blessing for families like me with such products . I am very happy with the product 43"" TV . I have ordere it for my Mom , :- The UI and ease of use for old lady coming from non tech era >>>>>:- The sound quality is just superb :- Some improvement can be done for connectivity with other smart devices . :- Ease of installation So happy with flipkart also for delivery to small...",5,oneplus always brings us high end tech device amazing prices turned blessing families like products happy tv ordere mom ui ease use old lady coming non tech era sound quality superb improvement done connectivity smart devices ease installation happy also delivery small,0.424920634920635,0.675873015873016,494,Positive
OnePlus Y Series 80 cm (32 inch) HD Ready LED Smart Android TV  (32HA0A00),Thank you Flipkart amazing product 1+ TV new model  Awesome product I m happy 1+ TV super quality one days used nice product this range everything is ok,5,thank amazing tv new model awesome happy tv super quality one days used range everything ok,0.5616161616161616,0.7535353535353536,152,Positive
OnePlus Y Series 80 cm (32 inch) HD Ready LED Smart Android TV  (32HA0A00),It's pretty good n with oosaammmm clarity .....  One word to describe - value for money 💰,5,pretty n oosaammmm clarity one word describe value money,0.25,1.0,89,Positive
OnePlus Y Series 80 cm (32 inch) HD Ready LED Smart Android TV  (32HA0A00),Very good picture quality.. And sound is much good than other led tv's because there is dolby speakers in it...thank u thank u so much..❤❤😍😍😍,5,picture quality sound much led tvs dolby speakers itthank u thank u much,0.26666666666666666,0.26666666666666666,141,Positive
OnePlus Y Series 80 cm (32 inch) HD Ready LED Smart Android TV  (32HA0A00),"Team, Today only I received my product - 29, May, and below are pros and cons.Good Point:1. Very quick delivery2. Better clarity compare to Mi and UV3. Easy to handle and lightweight just 6 KgsBad Points:1. Not having AUX sound connectivity, it has Digital Optical Audio Output which is mostly not available with general sound system2. difficult to share the mobile screen with this TV since OnePlus connect android App don't work on all mobiles3. The Installation team will come after 8...",1,team today received may pros consgood point quick delivery better clarity compare mi uv easy handle lightweight kgsbad points aux sound connectivity digital optical audio output mostly available general sound system difficult share screen tv since oneplus connect android app dont work mobiles installation team come,0.224074074074074,0.5037037037037037,490,Positive
OnePlus Y Series 80 cm (32 inch) HD Ready LED Smart Android TV  (32HA0A00),"Best Budget friendly smart tv one can buy, although the video quality is not at par with that of samsung/sony but the sound quality is seriously amazing 💯. Easy to install and use !!",5,best budget friendly smart tv one buy although video quality par samsungsony sound quality seriously amazing easy install use,0.5037698412698414,0.596031746031746,182,Positive
Vu Premium 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV  (55PM),"This is my first Smart TV and probably first detailed review ever.I bought this TV after a long research and hesitations. I was worried about my TV experience in low budget and I cannot afford LG, SONY and SAMSUNG high end TVs. Low Budget segments from these makes are not upto the mark as per my research. So competition was between either Mi or Vu. Don't compare this TV with QLEDs and OLEDs. They are high quality brand Tvs which require deep pockets too. I, Like many other thought Vu is Chi...",4,first smart tv probably first detailed review everi bought tv long research hesitations worried tv experience low budget cannot afford lg sony samsung high end tvs low budget segments makes upto mark per research competition either mi vu dont compare tv qleds oleds high quality brand tvs require deep pockets like many thought vu chi,0.17129870129870128,0.45813852813852807,498,Positive
Vu Premium 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV  (55PM),picture quality is excellent 5/5sound quality is good 3.5/5design of TV 5/5value for money 5/5 I purchased it at 27k and this is my first LED tvI am very happy with the product....you can purchase this TV.,5,picture quality excellent sound quality design tv value money purchased k first led tvi happy productyou purchase tv,0.6125,0.6833333333333333,205,Positive
Vu Premium 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV  (55PM),Great product at the price....Operating is simple and remote is Bluetooth connected (no IR Sensor) which I liked it very much. Google assistant voice commands make it easy for operating. Bluetooth earphones can  be connected. Inbuilt chrome cast & Phone mirroring works like charm. Picture quality is great. Speakers : it is more than enough for 30 feet Hall.Definitely worth every rupee...Review based on one week usage.,5,priceoperating simple remote bluetooth connected ir sensor liked much google assistant voice commands make easy operating bluetooth earphones connected inbuilt chrome cast mirroring works like charm picture quality speakers enough feet halldefinitely worth every rupeereview based one week usage,0.20476190476190476,0.4272108843537415,421,Positive
Vu Premium 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV  (55PM),"Update 1 : Few days of Usage.1. Value for money. Hits above it's price bracket.2. Fast (2GB Ram), have good internal memory at 16GB.3. Happy with the sound quality, it gets loud if you have right audio settings. ( Refer Tech Singh YouTube video)4. Tv display is bit flimsy while holding the tv for mounting, but it may be because it is large at 55 Inch.5. I sit 8 feet away from my tv and it feels large, like a theatre in here, not sure if that is a good thing for eyes, let's wait and see....",4,update days usage value money hits price bracket fast gb ram internal memory gb happy sound quality gets loud right audio settings refer tech singh youtube video tv display bit flimsy holding tv mounting may large inch sit feet away tv feels large like theatre sure thing eyes lets wait see,0.30158730158730157,0.5646384479717812,494,Positive
Vu Premium 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV  (55PM),"After using 10 days , I am writing a review for this television.Pros :1. Picture quality is best ,you can't get this quality at this price in any other brand.2. Performance is great. Tv responds quite fast, no lag so far.3. Sound is amazing, only 25% volume is enough to listen. True surround X feature works great.4. Features such as picture setting and sound setting works fine too.5. Prime, Netflix, hotstar n all apps are working fine. Just Jio Tv doesn't work( Need mouse for toggling)...",4,using days writing review televisionpros picture quality best cant get quality price brand performance tv responds quite fast lag far sound amazing volume enough listen true surround x feature works features picture setting sound setting works fine prime netflix hotstar n apps working fine jio tv doesnt work need mouse toggling,0.3883333333333333,0.575,493,Positive
Vu Premium 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV  (55PM),"After 2 weeks usage.1. Awesome picture quality.2. Sound is loud,but little bit clarity is missing(Ok).3. Built-in chromecast is working Fine4. Checked OTT Apps -prime,netflix,hotstar,Ahaa. All are working Fine.5.Best budget TV with best features in this price segment.6. Value for money",5,weeks usage awesome picture quality sound loudbut little bit clarity missingok builtin chromecast working fine checked ott apps primenetflixhotstarahaa working finebest budget tv best features price segment value money,0.5258333333333333,0.5399999999999999,286,Positive
Vu Premium 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV  (55PM),"Really after a long time I brought a Vu TV this is my first TV I never seen such a TV like this,  picture quality amazing, sound, full screen display is very good advantage, connectivity super fast we should install google home for that, most probably I like this TV..  Wait for more ten days for my more reviews..",5,really long time brought vu tv first tv never seen tv like picture quality amazing sound full screen display advantage connectivity super fast install google home probably like tv wait ten days reviews,0.2604166666666667,0.48124999999999996,314,Positive
Vu Premium 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV  (55PM),Excellent TV. I am writing this review to help others for the correct choice..It has awesome picture quality and sound. Internet connectivity is good. Non HD channels quality also good.,5,excellent tv writing review help others correct choiceit awesome picture quality sound internet connectivity non hd channels quality also,0.7999999999999999,0.7999999999999999,185,Positive
Vu Premium 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV  (55PM),I have been using SONY full HD for the past 4 years... Planned to go with Sony again but this product changed my mind to choose this because of the specs... It does what are the things that have told in the specs sheet.. Being a #Rahmaniac (#thalaivARR) fan sound quality is damn good.. Clear voices and great highs and lows.. Mind blowing one... What a great TV to upgrade...VU u r simply Awesome... Thanks for the great product..,5,using sony full hd past years planned go sony changed mind choose specs things told specs sheet rahmaniac thalaivarr fan sound quality damn clear voices highs lows mind blowing one tv upgradevu u r simply awesome thanks,0.3,0.46388888888888896,431,Positive
Vu Premium 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV  (55PM),"It looks truly premium with the silver bezel less design. The sound quality is really impressive. The interface is quite smooth but it does takes around 5-7 seconds to boot up once you switch on the tv. Android is neatly optimized and screen sharing works perfectly too. The best feature has to be Google Assistant and they have given a dedicated button for it on the remote. It easily detects and responds to our voice. The videos are rich, dynamic and clear. Although, the refresh rate is just 5...",5,looks truly premium silver bezel less design sound quality really impressive interface quite smooth takes around seconds boot switch tv android neatly optimized screen sharing works perfectly best feature google assistant given dedicated button remote easily detects responds voice videos rich dynamic clear although refresh rate,0.3441666666666667,0.46000000000000013,500,Positive
Coocaa 80 cm (32 inch) HD Ready LED Smart TV  (32S3U-Pro),"everthing is preety good apart from smart features""Picture Quality = 10/10 sound Quality = 10/10 obviously nice tv but if you need smart features particularly than dont buy this.. worst smart feature like Youtube :( If you want only for watching as normal led then go for it fully worth of money i Am happy with it :)",4,everthing preety apart smart featurespicture quality sound quality obviously tv need smart features particularly dont buy worst smart feature like youtube want watching normal led go fully worth money happy,0.14595238095238097,0.5911904761904762,317,Positive
Coocaa 80 cm (32 inch) HD Ready LED Smart TV  (32S3U-Pro),best at this price... Awesome Picture Quality .. Enjoy in HD quality ...Slim as slim very slim ....Smart tv enjoy YOUTUBE ..I INSTALLED IN MY SHOP ...GO FOR IT,5,best price awesome picture quality enjoy hd quality slim slim slim smart tv enjoy youtube installed shop go,0.6028571428571429,0.5885714285714286,159,Positive
Coocaa 80 cm (32 inch) HD Ready LED Smart TV  (32S3U-Pro),this price  range tv its awesome coocaa is one of the best tv quality my new tv all of my family so happy still courier  partner was 1 day super  fast  delivery  i like  it so thanks to flipkart,5,price range tv awesome coocaa one best tv quality new tv family happy still courier partner day super fast delivery like thanks,0.5242424242424243,0.6030303030303031,194,Positive
Coocaa 80 cm (32 inch) HD Ready LED Smart TV  (32S3U-Pro),"Just go for it without second think... Plays all format of Videos (I tried upto 4k via USB), amazing sound, HD like picture quality and smart app like YouTube, toon Google and radio all are plays well if you have nice network. ( I use Vodafone hotspot from my mobile).",4,go without second think plays format videos tried upto k via usb amazing sound hd like picture quality smart app like youtube toon google radio plays well network use vodafone hotspot,0.30357142857142855,0.48571428571428577,268,Positive
Coocaa 80 cm (32 inch) HD Ready LED Smart TV  (32S3U-Pro),"Very bad experience for purchesed this smart tv.  recommended to others don't waste money buying this tv.Smart TV, Only for a name. It like the same as a normal LED TV.  Not able to connect with soundbar, mirror with the mobile phone, etc.A useless default application is available with this TV.  Apart from that not able to install any other application. Hence My advice to others, don't buy this product at any cost.",1,bad experience purchesed smart tv recommended others dont waste money buying tvsmart tv name like normal led tv able connect soundbar mirror etca useless default application available tv apart able install application hence advice others dont buy cost,0.04553571428571432,0.4761904761904762,418,Neutral
Coocaa 80 cm (32 inch) HD Ready LED Smart TV  (32S3U-Pro),Good TV in this price range.audio quality is average but in this price everything is acceptable. Installation was also smooth and the technician did it in time and was cooperative too.Awesome smart TV. Recommended for buying.,5,tv price rangeaudio quality average price everything acceptable installation also smooth technician time cooperative tooawesome smart tv recommended buying,0.15476190476190477,0.5142857142857142,225,Positive
Coocaa 80 cm (32 inch) HD Ready LED Smart TV  (32S3U-Pro),Super and high quality im so HAPPY Big display  and  super HD Super and high quality TV Stand,5,super high quality im happy big display super hd super high quality tv stand,0.3028571428571429,0.5971428571428571,93,Positive
Coocaa 80 cm (32 inch) HD Ready LED Smart TV  (32S3U-Pro),Reasonable price. Good performance. Safe and Fast delivery. Allways a pleasure shopping at flipkart. Thank you.,4,reasonable price performance safe fast delivery allways pleasure shopping thank,0.3,0.5666666666666668,111,Positive
Coocaa 80 cm (32 inch) HD Ready LED Smart TV  (32S3U-Pro),"Hi Guys, this is an amazing item.Pros:Picture: Excellent Picture quality for the price paid. It is written HD READY but believe me you can play 1080p seamlessly. Audio: volume at 20 is more than enough for a 15 x 10 feet room. I tried upto 50... still 50 %is left. That kind of bomb boom quality. Beats of music so nice at price point.Connectivity: Easy WIFI ACCESS no problem at all. Apps: I didn't tried to install other apps yet... bcoz alot of usefull apps are pre-installed. Most of t...",5,hi guys amazing itemprospicture excellent picture quality price paid written hd ready believe play p seamlessly audio volume enough x feet room tried upto still left kind bomb boom quality beats music price pointconnectivity easy wifi access problem apps didnt tried install apps yet bcoz alot usefull apps preinstalled,0.3666666666666667,0.5916666666666667,492,Positive
Coocaa 80 cm (32 inch) HD Ready LED Smart TV  (32S3U-Pro),Coocaa 32inch Smart tv is very Best product with full Display from coocaa value for money Worth it..Every one should by this Smart tv,5,coocaa inch smart tv best full display coocaa value money worth itevery one smart tv,0.41571428571428565,0.4471428571428572,133,Positive
OnePlus Y Series 100 cm (40 inch) Full HD LED Smart Android TV  (40FA1A00),"This review is after long-term usage of 6 months, the video quality on this TV is really good especially in this range- the color production, and sound quality is good too...you can really enjoy watching series on this TV. It is really light and there is virtually no bezel- the design is really good! The remote is really simple to use and lightweight, and the user interface is smooth and easy. One great thing about this TV is Oxygen play where you can find all the content in one place....and ...",5,review longterm usage months video quality tv really especially range color production sound quality tooyou really enjoy watching series tv really light virtually bezel design really remote really simple use lightweight user interface smooth easy one thing tv oxygen play find content one placeand,0.24166666666666667,0.5613095238095238,500,Positive
OnePlus Y Series 100 cm (40 inch) Full HD LED Smart Android TV  (40FA1A00),"At this price point, the TV is good to have with easy connectivity and setup.Picture quality is good for the led screen(however you can compare another tv in the same segments).The sound is good although Dolby impressions I couldn’t get in the first use(perhaps need to check more).Remote is clean and minimalistic and easy to use.Connectivity is good, able to connect to wifi via router and hotspot and the connection stays and works perfectly fine. Able to use any streaming services without...",5,price point tv easy connectivity setuppicture quality led screenhowever compare another tv segmentsthe sound although dolby impressions couldnt get first useperhaps need check moreremote clean minimalistic easy useconnectivity able connect wifi via router hotspot connection stays works perfectly fine able use streaming services without,0.41250000000000003,0.60625,496,Positive
OnePlus Y Series 100 cm (40 inch) Full HD LED Smart Android TV  (40FA1A00),"It is superior TV. Working on android pie .You can also use Oxygen play interface for a content centric view.It has good voice command Bluetooth base remote control.This TV incorporated with Gamma engine with MEMC , Super resolution , colour space mapping , dynamic contract . Connecting options with Wi Fi , Bluetooth , HDMI , ethernet are very quickly n fast response .Highly recommended for your future TV...😊😊",5,superior tv working android pie also use oxygen play interface content centric viewit voice command bluetooth base remote controlthis tv incorporated gamma engine memc super resolution colour space mapping dynamic contract connecting options wi fi bluetooth hdmi ethernet quickly n fast response highly recommended future tv,0.05481481481481481,0.4775925925925926,413,Positive
OnePlus Y Series 100 cm (40 inch) Full HD LED Smart Android TV  (40FA1A00),A very nice Tv with many adjustments and a best sound quality and also nice used with Google assistants.. Highly recommended by me. ☺️,5,tv many adjustments best sound quality also used google assistants highly recommended,0.515,0.43500000000000005,134,Positive
OnePlus Y Series 100 cm (40 inch) Full HD LED Smart Android TV  (40FA1A00),"OnePlus always brings to us all those high end tech device s at such an amazing prices . They has turned out be a blessing for families like me with such products . I am very happy with the product 43"" TV . I have ordere it for my Mom , :- The UI and ease of use for old lady coming from non tech era >>>>>:- The sound quality is just superb :- Some improvement can be done for connectivity with other smart devices . :- Ease of installation So happy with flipkart also for delivery to small...",5,oneplus always brings us high end tech device amazing prices turned blessing families like products happy tv ordere mom ui ease use old lady coming non tech era sound quality superb improvement done connectivity smart devices ease installation happy also delivery small,0.424920634920635,0.675873015873016,494,Positive
OnePlus Y Series 100 cm (40 inch) Full HD LED Smart Android TV  (40FA1A00),Thank you Flipkart amazing product 1+ TV new model  Awesome product I m happy 1+ TV super quality one days used nice product this range everything is ok,5,thank amazing tv new model awesome happy tv super quality one days used range everything ok,0.5616161616161616,0.7535353535353536,152,Positive
OnePlus Y Series 100 cm (40 inch) Full HD LED Smart Android TV  (40FA1A00),It's pretty good n with oosaammmm clarity .....  One word to describe - value for money 💰,5,pretty n oosaammmm clarity one word describe value money,0.25,1.0,89,Positive
OnePlus Y Series 100 cm (40 inch) Full HD LED Smart Android TV  (40FA1A00),Very good picture quality.. And sound is much good than other led tv's because there is dolby speakers in it...thank u thank u so much..❤❤😍😍😍,5,picture quality sound much led tvs dolby speakers itthank u thank u much,0.26666666666666666,0.26666666666666666,141,Positive
OnePlus Y Series 100 cm (40 inch) Full HD LED Smart Android TV  (40FA1A00),"Team, Today only I received my product - 29, May, and below are pros and cons.Good Point:1. Very quick delivery2. Better clarity compare to Mi and UV3. Easy to handle and lightweight just 6 KgsBad Points:1. Not having AUX sound connectivity, it has Digital Optical Audio Output which is mostly not available with general sound system2. difficult to share the mobile screen with this TV since OnePlus connect android App don't work on all mobiles3. The Installation team will come after 8...",1,team today received may pros consgood point quick delivery better clarity compare mi uv easy handle lightweight kgsbad points aux sound connectivity digital optical audio output mostly available general sound system difficult share screen tv since oneplus connect android app dont work mobiles installation team come,0.224074074074074,0.5037037037037037,490,Positive
OnePlus Y Series 100 cm (40 inch) Full HD LED Smart Android TV  (40FA1A00),"Best Budget friendly smart tv one can buy, although the video quality is not at par with that of samsung/sony but the sound quality is seriously amazing 💯. Easy to install and use !!",5,best budget friendly smart tv one buy although video quality par samsungsony sound quality seriously amazing easy install use,0.5037698412698414,0.596031746031746,182,Positive
SAMSUNG 80 cm (32 inch) HD Ready LED Smart TV with Voice Search  (UA32TE40FAKBXL),"Read carefully if you want table top installation, it might help you-I gave 1 star but if i had a chance to give negative star, i would have given that only. I wanted tv with table top so while purchasing i have noticed that with this tv,stand will not come along. We  need to ask on installation. I was super fine and ordered it thinking that anyhow i am getting tv stand . So it's not a big deal. But when i received the product and installation team contacted me. I clearly asked them to gi...",1,read carefully want table top installation might help youi gave star chance give negative star would given wanted tv table top purchasing noticed tvstand come along need ask installation super fine ordered thinking anyhow getting tv stand big deal received installation team contacted clearly asked gi,0.18125000000000002,0.50625,496,Positive
SAMSUNG 80 cm (32 inch) HD Ready LED Smart TV with Voice Search  (UA32TE40FAKBXL),Every thing is good except screen mirroring with moto phones,5,every thing except screen mirroring moto phones,0.0,0.0,60,Neutral
SAMSUNG 80 cm (32 inch) HD Ready LED Smart TV with Voice Search  (UA32TE40FAKBXL),Must buy.,5,must buy,0.0,0.0,9,Neutral
SAMSUNG 80 cm (32 inch) HD Ready LED Smart TV with Voice Search  (UA32TE40FAKBXL),Super,5,super,0.3333333333333333,0.6666666666666666,5,Positive
SAMSUNG 80 cm (32 inch) HD Ready LED Smart TV with Voice Search  (UA32TE40FAKBXL),I will always prefer samsung over other chinese brands.. Talking about the television it has clear sound and has no connectivity issues you can watch your favourite shows just by connecting it with your phones hotspot.... Talking about the picture quality I will say it depends on the net speed faster the net speed better the quality is and the picture quality was not good when I connect it with normal settup box you will need a hd setup box to enjoy the high quality picture... I will suggest ...,5,always prefer samsung chinese brands talking television clear sound connectivity issues watch favourite shows connecting phones hotspot talking picture quality say depends net speed faster net speed better quality picture quality connect normal settup box need hd setup box enjoy high quality picture suggest,0.18999999999999997,0.33037037037037037,500,Positive
SAMSUNG 80 cm (32 inch) HD Ready LED Smart TV with Voice Search  (UA32TE40FAKBXL),"Samsung smart tv is good product. I'm very happy with it. Sound quality is very nice. Picture quality may be improved, but it's good. Overall very good experience with it.",5,samsung smart tv im happy sound quality picture quality may improved overall experience,0.35357142857142854,0.5107142857142857,171,Positive
SAMSUNG 80 cm (32 inch) HD Ready LED Smart TV with Voice Search  (UA32TE40FAKBXL),Good delivery and installation  man very nice this price best led,3,delivery installation man price best led,1.0,0.3,65,Positive
SAMSUNG 80 cm (32 inch) HD Ready LED Smart TV with Voice Search  (UA32TE40FAKBXL),"It's been a week gone, product is literally awesome , worth for money and installation is very wise and gentle with free of cost",4,week gone literally awesome worth money installation wise gentle free cost,0.52,0.72,128,Positive
SAMSUNG 80 cm (32 inch) HD Ready LED Smart TV with Voice Search  (UA32TE40FAKBXL),I was specifically looking at 32 inch TV which is not Chinese. I avoid Chinese brands as much as i can. This TV is pretty good. May be 1-2k more expensive than a Chinese TV but has lot of features. It has inbuilt Airplay 2 if you have an iphone. Most apps are there. The remote controls DTH as well. Voice assistant. It can act as your monitor as well if you are working from home. It has decent picture quality and great sound quality.,4,specifically looking inch tv chinese avoid chinese brands much tv pretty may k expensive chinese tv lot features inbuilt airplay iphone apps remote controls dth well voice assistant act monitor well working home decent picture quality sound quality,0.027083333333333338,0.3708333333333333,436,Neutral
SAMSUNG 80 cm (32 inch) HD Ready LED Smart TV with Voice Search  (UA32TE40FAKBXL),Picture quality is good and product is sleek and easy to use few functions need to be understood though post which it's breeze. The TV shuts down and restart very fast though only drawback is not that energy efficient. 2 star rated.,4,picture quality sleek easy use functions need understood though post breeze tv shuts restart fast though drawback energy efficient star rated,0.31666666666666665,0.7166666666666667,232,Positive
Mi 4A Horizon Edition 108 cm (43 inch) Full HD LED Smart Android TV,Anyone who is reading my review please read completely because I have tested and analysed the TV a lot in every possible way.1. The TV really justifies its price. You cannot compare this TV's feature with high end TV of Samsung and Sony that is absurd.2. Video Quality is quite great just that when you view from an angle the intensity of colour changes which is fine concerning the price of the TV3. Sound Quality is awesome. It has 20W dual speakers which is quite great and once again don't ...,4,anyone reading review please read completely tested analysed tv lot every possible way tv really justifies price cannot compare tvs feature high end tv samsung sony absurd video quality quite view angle intensity colour changes fine concerning price tv sound quality awesome w dual speakers quite dont,0.22208333333333335,0.63,497,Positive
